Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),Depth CSF-A (m),CSF-B (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
382,U1536,A,11,H,4,A,1400,95.9,95.71,44593602,SHLF9858841,10,0.16,6,7,10,12,No-Filter,134446,-30,3650,93856,318,2015,57475,-2876,28663,25172,16179,324,2027,155862,40290,XRF2,1,10/8/2019,11:33:11,LEVAY_B,11/1/2019 22:30,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,4,A,1420,95.92,95.73,44593602,SHLF9858841,10,0.16,6,7,10,12,No-Filter,129278,45,3939,88947,142,2042,53896,-3074,27886,25099,15739,655,1904,150772,39501,XRF2,1,10/8/2019,11:33:27,LEVAY_B,11/1/2019 22:30,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,4,A,1440,95.94,95.75,44593602,SHLF9858841,10,0.16,6,7,10,12,No-Filter,128209,97,4262,94689,147,1692,49005,-2192,28883,25396,15842,336,1921,151266,37366,XRF2,1,10/8/2019,11:33:43,LEVAY_B,11/1/2019 22:30,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,4,A,1460,95.96,95.77,44593602,SHLF9858841,10,0.16,6,6,10,12,No-Filter,25705,-37,143,9347,8,-125,1466,15372,-144,203,248,68,-29,309,23661,XRF2,1,10/8/2019,11:34:00,LEVAY_B,11/1/2019 22:30,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,4,A,1480,95.98,95.79,44593602,SHLF9858841,10,0.16,6,6,10,12,No-Filter,25555,-74,141,9392,1,-151,1638,15051,-101,251,209,187,109,459,23249,XRF2,1,10/8/2019,11:34:15,LEVAY_B,11/1/2019 22:30,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,20,151.47,151.47,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,136300,57,6222,120130,358,4308,31310,-1700,38001,26077,19958,659,2431,177118,34920,XRF2,1,10/8/2019,12:03:14,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,40,151.49,151.49,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,136633,30,5990,121549,295,3041,33282,-1605,38792,26569,18082,522,2300,175713,36054,XRF2,1,10/8/2019,12:03:30,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,60,151.51,151.51,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,133981,20,6024,119131,215,3230,27523,-1551,37621,27450,18289,698,2223,177552,33831,XRF2,1,10/8/2019,12:03:47,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,80,151.53,151.53,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,125886,72,5531,109883,333,2587,25423,-1005,34180,24335,16901,785,2256,169085,31497,XRF2,1,10/8/2019,12:04:03,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,100,151.55,151.55,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,126580,75,5493,112724,264,1805,26409,-1338,34258,25534,17101,679,1865,164601,31923,XRF2,1,10/8/2019,12:04:20,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,120,151.57,151.57,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,134574,59,5951,123452,291,2878,30562,-1342,36694,27065,17686,877,2176,174069,33795,XRF2,1,10/8/2019,12:04:36,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,140,151.59,151.59,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,130793,83,5816,117346,259,2595,29707,-1866,34043,25520,16915,744,2009,169712,32889,XRF2,1,10/8/2019,12:04:52,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,160,151.61,151.61,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,129446,70,5768,118669,268,2371,29881,-1808,33964,25113,16261,447,2170,165042,32405,XRF2,1,10/8/2019,12:05:09,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,180,151.63,151.63,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,128326,68,5636,117933,285,2660,29852,-1565,33303,23889,16003,593,2044,164874,31997,XRF2,1,10/8/2019,12:05:25,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,200,151.65,151.65,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,137521,71,6043,122845,346,3688,32216,-1878,35398,25215,17364,780,2442,184319,34815,XRF2,1,10/8/2019,12:05:41,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,220,151.67,151.67,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,135822,92,6272,128368,247,2729,33563,-1857,36059,25078,17178,662,2138,169288,35214,XRF2,1,10/8/2019,12:05:58,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,240,151.69,151.69,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,136023,39,6045,126677,303,3015,34171,-2007,35834,25553,16671,442,2130,171181,36110,XRF2,1,10/8/2019,12:06:14,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,260,151.71,151.71,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,130581,43,6158,121021,306,2332,29942,-1725,35466,24291,16627,1002,2147,164887,34301,XRF2,1,10/8/2019,12:06:30,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,280,151.73,151.73,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,134144,53,5811,120207,309,3331,31821,-1908,34656,24871,16310,592,1996,173736,33991,XRF2,1,10/8/2019,12:06:47,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,300,151.75,151.75,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,132314,25,5729,119001,260,3849,31465,-2106,34097,24384,16296,712,1943,174749,34525,XRF2,1,10/8/2019,12:07:03,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,320,151.77,151.77,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,131811,73,6049,123812,217,2616,33375,-2388,34921,23816,16376,546,1982,163911,35053,XRF2,1,10/8/2019,12:07:20,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,340,151.79,151.79,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,138068,56,6220,126331,348,4335,34883,-2018,36325,24399,16653,425,2353,181694,35501,XRF2,1,10/8/2019,12:07:37,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,360,151.81,151.81,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,140729,17,7378,138912,351,2374,32901,-2548,40189,26292,18358,433,2181,175683,36708,XRF2,1,10/8/2019,12:07:53,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,380,151.83,151.83,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,141921,134,7278,135329,339,3909,31982,-2313,40035,25889,17688,441,2215,187531,36239,XRF2,1,10/8/2019,12:08:10,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,400,151.85,151.85,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,139990,88,7140,136590,445,2973,31513,-2546,40407,26643,18164,497,2137,178248,36052,XRF2,1,10/8/2019,12:08:27,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,420,151.87,151.87,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,135325,92,6416,127377,316,2913,32396,-2035,37766,25092,17293,693,2098,172099,35559,XRF2,1,10/8/2019,12:08:43,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,440,151.89,151.89,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,134887,102,6705,127873,310,2485,31397,-1801,38360,26321,18184,559,2117,170495,34816,XRF2,1,10/8/2019,12:09:00,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,460,151.91,151.91,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,136420,60,6581,125810,422,3540,30680,-1589,39017,25473,17738,783,2128,183479,33822,XRF2,1,10/8/2019,12:09:17,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,480,151.93,151.93,44593612,SHLF9862371,10,0.16,6,8,10,12,No-Filter,148173,99,6362,122720,386,11011,30600,-2050,37876,27696,18776,346,1998,231163,34785,XRF2,1,10/8/2019,12:09:33,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,500,151.95,151.95,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,137034,105,6854,127181,351,2320,32363,-2210,39329,26002,18121,756,2441,175901,35759,XRF2,1,10/8/2019,12:09:50,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,520,151.97,151.97,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,132048,35,6338,121575,328,2858,31212,-1966,36219,24533,16593,788,2175,170267,34356,XRF2,1,10/8/2019,12:10:07,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,540,151.99,151.99,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,135617,76,6331,123070,311,4214,31177,-1297,37400,24988,16780,540,2239,182543,34512,XRF2,1,10/8/2019,12:10:23,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,560,152.01,152.01,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,136524,86,6351,124637,359,3417,34006,-1714,37675,25201,17254,697,1998,177858,35917,XRF2,1,10/8/2019,12:10:40,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,580,152.03,152.03,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,137952,57,6560,128461,390,3066,32736,-2018,40044,26041,18190,462,2102,179362,35915,XRF2,1,10/8/2019,12:10:57,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,600,152.05,152.05,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,140290,84,7047,130640,414,3222,33113,-2232,41884,26402,18708,785,2441,183399,36151,XRF2,1,10/8/2019,12:11:13,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,620,152.07,152.07,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,141512,110,7825,138923,308,2855,31251,-2600,42896,26613,18703,563,2087,181322,36576,XRF2,1,10/8/2019,12:11:30,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,640,152.09,152.09,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,139845,82,6684,132415,408,4013,31382,-2244,38719,25526,17557,521,2217,185828,35851,XRF2,1,10/8/2019,12:11:47,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,660,152.11,152.11,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,135901,30,6560,130071,309,3284,31763,-1779,38129,24420,17399,785,2256,173927,34981,XRF2,1,10/8/2019,12:12:03,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,680,152.13,152.13,44593612,SHLF9862371,10,0.16,6,8,10,12,No-Filter,143447,18,6344,124099,395,10418,30976,-1668,36375,24313,19766,503,2132,207207,35301,XRF2,1,10/8/2019,12:12:20,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,700,152.15,152.15,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,141424,20,6563,128012,423,5580,32291,-2082,38270,24899,17109,560,2362,197191,35979,XRF2,1,10/8/2019,12:12:36,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,720,152.17,152.17,44593612,SHLF9862371,10,0.16,6,8,10,12,No-Filter,142241,105,6626,129277,400,5207,33210,-2271,38877,24786,17321,531,2101,197912,36174,XRF2,1,10/8/2019,12:12:53,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,740,152.19,152.19,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,136726,97,6723,129626,397,3413,32562,-1961,38337,23973,17124,762,2166,175352,35105,XRF2,1,10/8/2019,12:13:10,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,760,152.21,152.21,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,138108,99,7164,132265,289,2516,32008,-2050,40738,25409,18162,536,2232,175561,35955,XRF2,1,10/8/2019,12:13:27,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,780,152.23,152.23,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,139773,102,7415,137200,443,3144,32072,-2155,40712,25141,18006,840,2224,180507,35666,XRF2,1,10/8/2019,12:13:43,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,800,152.25,152.25,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,140930,56,6996,134994,333,3843,31571,-2089,40223,25350,17924,762,2198,185273,35743,XRF2,1,10/8/2019,12:14:00,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,820,152.27,152.27,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,136001,97,6769,127968,344,2751,33593,-1499,39959,24175,17527,507,1869,171650,35196,XRF2,1,10/8/2019,12:14:17,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,840,152.29,152.29,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,137192,88,6968,131047,371,2974,32661,-1925,40289,24473,17662,511,2052,172664,35883,XRF2,1,10/8/2019,12:14:33,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,860,152.31,152.31,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,140751,76,6884,131298,370,4435,32354,-2275,40619,24995,18040,933,2011,187845,35360,XRF2,1,10/8/2019,12:14:49,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,880,152.33,152.33,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,137611,110,7055,130344,367,4002,32871,-1787,39788,23917,17016,747,2328,179428,35020,XRF2,1,10/8/2019,12:15:06,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,900,152.35,152.35,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,141661,53,6549,124760,415,6003,32793,-1715,38844,23425,16894,725,2171,202822,35198,XRF2,1,10/8/2019,12:15:22,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,920,152.37,152.37,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,137835,97,7081,131144,296,3423,31073,-1491,41719,23555,17765,766,1987,180669,34510,XRF2,1,10/8/2019,12:15:39,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,940,152.39,152.39,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,137306,65,7149,136107,506,2815,30949,-2062,41134,23518,17313,469,1955,171812,35795,XRF2,1,10/8/2019,12:15:56,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,960,152.41,152.41,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,139666,72,7720,141288,418,2554,30209,-2107,42648,24294,18490,1140,2289,174031,35510,XRF2,1,10/8/2019,12:16:13,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,980,152.43,152.43,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,142396,121,8164,142619,380,2663,30549,-2482,45390,25092,18872,907,2325,181608,35963,XRF2,1,10/8/2019,12:16:29,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1000,152.45,152.45,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,138475,60,7102,132219,364,2854,32697,-1907,42080,23229,17831,881,2228,177184,35711,XRF2,1,10/8/2019,12:16:46,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1020,152.47,152.47,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,141868,134,7649,134878,364,4498,29711,-1808,44514,24316,18552,768,2078,190799,34786,XRF2,1,10/8/2019,12:17:03,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1040,152.49,152.49,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,138872,65,7619,134119,336,3137,29765,-1854,43110,23146,17904,642,2092,182843,34907,XRF2,1,10/8/2019,12:17:20,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1060,152.51,152.51,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,140500,98,7612,135337,407,3699,29825,-2017,43951,22921,18054,689,2153,187331,35973,XRF2,1,10/8/2019,12:17:36,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1080,152.53,152.53,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,136114,89,7197,135133,344,2192,31382,-1882,43313,21631,17307,521,1898,167990,35260,XRF2,1,10/8/2019,12:17:53,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1100,152.55,152.55,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,137041,69,7117,133686,317,2679,31018,-2242,44178,21461,17039,369,1854,171820,35976,XRF2,1,10/8/2019,12:18:10,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1120,152.57,152.57,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,141585,58,7097,129655,389,7164,29844,-1545,43916,20826,17600,498,2040,198757,35024,XRF2,1,10/8/2019,12:18:27,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1140,152.59,152.59,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,130690,46,6683,125734,214,2851,30150,-1411,42222,19067,16090,634,1942,162595,34069,XRF2,1,10/8/2019,12:18:43,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1160,152.61,152.61,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,132300,55,6627,126131,363,3622,31520,-1301,41902,19620,16144,554,1497,166011,34000,XRF2,1,10/8/2019,12:19:00,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1180,152.63,152.63,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,133969,57,7139,128425,453,2764,30617,-1591,43913,20534,16651,725,1695,167634,35152,XRF2,1,10/8/2019,12:19:16,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1200,152.65,152.65,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,135316,21,6502,130199,391,3997,31999,-1659,40010,20759,16222,544,1934,171321,35373,XRF2,1,10/8/2019,12:19:33,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1220,152.67,152.67,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,133391,126,6236,127449,272,4103,33103,-1419,38416,20450,15286,601,1884,169287,34839,XRF2,1,10/8/2019,12:19:49,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1240,152.69,152.69,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,140411,92,5770,118359,356,10967,32090,-1238,36887,19727,15004,733,2083,212993,34228,XRF2,1,10/8/2019,12:20:05,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1260,152.71,152.71,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,136982,29,6310,127188,426,5921,32641,-1720,39111,20984,15679,650,2070,184528,35027,XRF2,1,10/8/2019,12:20:22,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1280,152.73,152.73,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,137448,58,6267,124756,302,5669,31864,-1389,40013,20110,16013,565,1716,190621,34466,XRF2,1,10/8/2019,12:20:38,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1300,152.75,152.75,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,133952,70,6628,127180,297,3326,31507,-1640,41522,20236,16587,663,1679,171601,34278,XRF2,1,10/8/2019,12:20:55,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1320,152.77,152.77,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,139959,161,7452,135387,363,3188,33078,-2086,45917,21052,17570,627,1917,179028,35485,XRF2,1,10/8/2019,12:21:11,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1340,152.79,152.79,44593612,SHLF9862371,10,0.16,6,8,10,12,No-Filter,144099,69,7817,142377,486,3693,31944,-2869,47461,22331,17937,668,1911,188530,36396,XRF2,1,10/8/2019,12:21:28,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1360,152.81,152.81,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,139584,100,7470,136241,418,3616,31021,-1944,44800,22118,17751,509,1931,181557,35529,XRF2,1,10/8/2019,12:21:45,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1380,152.83,152.83,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,142134,158,7787,139979,415,3406,30771,-2782,46156,22229,17956,383,1901,187411,35577,XRF2,1,10/8/2019,12:22:01,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1400,152.85,152.85,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,142284,67,7715,140085,329,3679,30519,-2470,45967,21835,18198,780,2024,186996,35662,XRF2,1,10/8/2019,12:22:18,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1420,152.87,152.87,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,140727,79,7636,140856,434,3343,29265,-2056,46780,21490,17892,783,1781,181611,35467,XRF2,1,10/8/2019,12:22:35,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1440,152.89,152.89,44593612,SHLF9862371,10,0.16,6,8,10,12,No-Filter,144143,102,7805,144323,407,3239,31884,-2045,47442,22100,17689,900,2080,184521,36368,XRF2,1,10/8/2019,12:22:51,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1460,152.91,152.91,44593612,SHLF9862371,10,0.16,6,7,10,12,No-Filter,104683,3,4900,89412,162,2836,17934,2646,30522,13734,14887,391,1323,125174,30878,XRF2,1,10/8/2019,12:23:08,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,4,A,1480,152.93,152.93,44593612,SHLF9862371,10,0.16,6,6,10,12,No-Filter,25667,-90,148,9210,8,-64,1771,15856,-214,134,286,1,92,325,23551,XRF2,1,10/8/2019,12:23:24,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,5,A,40,152.95,152.95,44593622,SHLF9862401,10,0.16,6,8,10,12,No-Filter,144879,33,8445,150070,380,2486,24253,-2896,51169,22339,19265,586,2074,195931,34753,XRF2,1,10/8/2019,13:27:11,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,5,A,80,152.99,152.99,44593622,SHLF9862401,10,0.16,6,7,10,12,No-Filter,141634,91,7635,147484,452,4618,25041,-2071,46543,19669,17132,690,1991,192998,33467,XRF2,1,10/8/2019,13:27:28,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,5,A,120,153.03,153.03,44593622,SHLF9862401,10,0.16,6,7,10,12,No-Filter,130041,84,6323,134409,336,3017,25456,-1927,40392,17376,15164,669,1917,167272,32675,XRF2,1,10/8/2019,13:27:44,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,5,A,160,153.07,153.07,44593622,SHLF9862401,10,0.16,6,7,10,12,No-Filter,140467,110,7728,141041,363,3501,24996,-2133,48844,19743,18323,546,1708,192937,33563,XRF2,1,10/8/2019,13:28:01,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,5,A,200,153.11,153.11,44593622,SHLF9862401,10,0.16,6,7,10,12,No-Filter,134554,78,7116,141718,290,2198,27741,-1722,45716,17081,14969,509,1581,170139,32751,XRF2,1,10/8/2019,13:28:18,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,5,A,240,153.15,153.15,44593622,SHLF9862401,10,0.16,6,7,10,12,No-Filter,133400,83,7335,132547,379,2566,27520,-1682,46776,18377,15989,753,1650,171969,34285,XRF2,1,10/8/2019,13:28:34,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,5,A,280,153.19,153.19,44593622,SHLF9862401,10,0.16,6,7,10,12,No-Filter,136563,90,8043,137779,323,1763,24507,-1819,50854,22986,17368,497,1739,177418,32154,XRF2,1,10/8/2019,13:28:51,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
382,U1536,A,17,H,5,A,320,153.23,153.23,44593622,SHLF9862401,10,0.16,6,8,10,12,No-Filter,151026,139,10160,134481,413,1399,22411,-2237,62504,29634,23475,709,1892,224351,34092,XRF2,1,10/8/2019,13:29:08,LEVAY_B,11/1/2019 22:31,~1mm accessory; with film; XRF 2
