Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),Depth,CSF-B (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca,Fe,Ni,As,Br,Rb,Sr,Y,Zr,Nb,Mo,Ag,Ba,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
382,U1537,A,27,F,2,A,440,241.94,241.918,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58092,497,12845,2730,56,259,633,1249,151,1506,87,19,193832,7684,XRF,1,5/3/2021,15:53:20,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,460,241.96,241.938,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58549,574,11854,2789,36,238,634,1239,213,1382,84,56,193419,8172,XRF,1,5/3/2021,15:53:44,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,480,241.98,241.958,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,56567,549,12236,2681,44,288,583,1048,169,1351,84,71,192850,7284,XRF,1,5/3/2021,15:54:08,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,500,242,241.978,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,57794,615,10001,2775,40,317,619,1179,164,1334,87,20,193081,7576,XRF,1,5/3/2021,15:54:32,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,520,242.02,241.998,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58184,434,9018,2694,31,323,521,1228,158,1274,67,4,194081,6367,XRF,1,5/3/2021,15:54:57,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,540,242.04,242.018,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58478,587,8583,2841,83,321,528,1146,167,1300,68,48,193108,6643,XRF,1,5/3/2021,15:55:21,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,560,242.06,242.038,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59140,609,9908,2873,70,352,625,1237,156,1374,97,55,194948,7229,XRF,1,5/3/2021,15:55:45,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,580,242.08,242.058,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59328,507,10078,2845,65,300,601,1209,179,1403,133,82,196992,7764,XRF,1,5/3/2021,15:56:09,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,600,242.1,242.078,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59226,472,8505,2888,51,370,588,1116,157,1324,77,50,197784,6692,XRF,1,5/3/2021,15:56:34,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,620,242.12,242.098,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58866,517,9170,2696,36,347,602,1155,157,1366,114,22,196339,6973,XRF,1,5/3/2021,15:56:58,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,640,242.14,242.118,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58536,496,11314,2738,96,265,517,1146,171,1291,67,75,194220,6717,XRF,1,5/3/2021,15:57:22,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,660,242.16,242.138,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59263,508,9969,2826,70,308,539,1114,169,1266,79,-9,195526,6674,XRF,1,5/3/2021,15:57:46,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,680,242.18,242.158,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59231,526,11579,2802,83,362,586,1051,165,1324,61,78,195049,6452,XRF,1,5/3/2021,15:58:10,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,700,242.2,242.178,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59439,533,9183,2887,52,365,610,1155,142,1317,99,12,195831,6509,XRF,1,5/3/2021,15:58:35,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,720,242.22,242.198,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59433,490,11224,2714,73,310,578,1102,221,1463,86,43,197081,7169,XRF,1,5/3/2021,15:58:59,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,740,242.24,242.218,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59226,488,10684,2819,80,291,645,1211,153,1281,90,82,197517,6986,XRF,1,5/3/2021,15:59:23,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,760,242.26,242.238,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59085,449,9675,2654,96,338,609,1179,208,1234,103,65,197541,6653,XRF,1,5/3/2021,15:59:47,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,780,242.28,242.258,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58955,534,8534,2832,50,410,532,991,186,1223,70,61,196656,5978,XRF,1,5/3/2021,16:00:11,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,800,242.3,242.278,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58829,558,8796,2806,57,359,558,1110,199,1300,133,65,196460,6367,XRF,1,5/3/2021,16:00:36,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,820,242.32,242.298,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59309,576,8828,2832,65,326,573,1039,98,1306,86,88,198092,6903,XRF,1,5/3/2021,16:01:00,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,840,242.34,242.318,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59110,595,8686,2906,57,363,617,1060,197,1325,116,52,197329,6435,XRF,1,5/3/2021,16:01:24,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,860,242.36,242.338,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58486,428,8817,2683,49,372,535,1047,168,1236,75,16,197935,6267,XRF,1,5/3/2021,16:01:48,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,880,242.38,242.358,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58512,500,8936,2717,92,385,549,975,138,1250,96,58,197754,6240,XRF,1,5/3/2021,16:02:13,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,900,242.4,242.378,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58313,532,8353,2805,65,356,499,1037,166,1217,99,51,197769,6261,XRF,1,5/3/2021,16:02:37,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,920,242.42,242.398,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,57931,389,7823,2764,65,355,503,1056,171,1139,66,52,196337,5861,XRF,1,5/3/2021,16:03:01,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,940,242.44,242.418,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,57938,506,8381,2851,36,418,477,1013,129,1207,65,29,196487,5947,XRF,1,5/3/2021,16:03:25,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,960,242.46,242.438,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,57363,476,8734,2692,46,368,438,915,143,1067,51,19,195778,5047,XRF,1,5/3/2021,16:03:50,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,980,242.48,242.458,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,56737,430,7728,2739,86,341,482,930,123,1099,113,68,194724,5783,XRF,1,5/3/2021,16:04:14,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1000,242.5,242.478,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,57135,516,8217,2642,53,345,557,967,168,1211,83,43,195002,6021,XRF,1,5/3/2021,16:04:38,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1020,242.52,242.498,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,57057,512,7446,2677,50,374,526,1041,172,1292,95,38,194661,5952,XRF,1,5/3/2021,16:05:03,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1040,242.54,242.518,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,57350,414,7923,2698,50,324,497,1048,99,1258,99,71,194907,6299,XRF,1,5/3/2021,16:05:27,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1060,242.56,242.538,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,57288,501,7864,2787,37,356,510,902,139,1243,96,51,194754,6066,XRF,1,5/3/2021,16:05:51,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1080,242.58,242.558,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,57683,412,8642,2965,51,347,540,1062,191,1300,69,21,196661,6038,XRF,1,5/3/2021,16:06:16,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1120,242.62,242.598,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58761,445,8570,2690,99,357,567,1128,126,1311,97,25,195437,6840,XRF,1,5/3/2021,16:06:40,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1140,242.64,242.618,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59432,498,7787,2640,99,403,555,918,183,1232,60,49,195553,6257,XRF,1,5/3/2021,16:07:04,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1160,242.66,242.638,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59211,452,7590,2847,35,348,508,889,135,1246,72,40,194905,6010,XRF,1,5/3/2021,16:07:29,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1180,242.68,242.658,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59139,419,8653,2859,26,355,574,1017,152,1311,50,32,195185,6050,XRF,1,5/3/2021,16:07:53,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1200,242.7,242.678,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58900,594,8639,2888,45,354,612,1016,128,1300,73,25,195570,6719,XRF,1,5/3/2021,16:08:17,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1220,242.72,242.698,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58853,517,9022,2861,71,342,573,991,155,1333,96,17,194908,6697,XRF,1,5/3/2021,16:08:41,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1240,242.74,242.718,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58987,549,9425,2775,63,336,580,990,161,1335,100,80,196058,6423,XRF,1,5/3/2021,16:09:06,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1260,242.76,242.738,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59035,391,9976,2751,56,306,612,1091,161,1438,116,55,195625,7167,XRF,1,5/3/2021,16:09:30,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1280,242.78,242.758,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59151,568,9153,2804,97,310,609,1124,129,1308,94,54,195613,7389,XRF,1,5/3/2021,16:09:54,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1300,242.8,242.778,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58575,580,9533,2793,74,304,622,1088,154,1353,58,62,195501,7049,XRF,1,5/3/2021,16:10:19,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1320,242.82,242.798,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58701,518,9273,2791,79,290,556,1007,161,1435,76,62,193711,7085,XRF,1,5/3/2021,16:10:43,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1340,242.84,242.818,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59002,471,9484,2773,55,314,633,1099,217,1531,94,37,195020,7794,XRF,1,5/3/2021,16:11:07,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1360,242.86,242.838,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58633,426,9966,2762,62,270,616,1076,160,1417,117,22,193846,7361,XRF,1,5/3/2021,16:11:31,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1380,242.88,242.858,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58485,482,9698,2783,91,322,623,1093,166,1405,87,59,193822,7631,XRF,1,5/3/2021,16:11:56,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1400,242.9,242.878,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,59028,486,8696,2771,64,339,609,1076,166,1309,84,43,193801,7267,XRF,1,5/3/2021,16:12:20,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1420,242.92,242.898,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58660,531,9468,2704,64,321,618,1045,196,1545,105,23,194012,7762,XRF,1,5/3/2021,16:12:44,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1440,242.94,242.918,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58443,469,9427,2772,46,296,674,1093,140,1437,47,47,193710,7433,XRF,1,5/3/2021,16:13:09,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1460,242.96,242.938,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58372,605,9342,2727,41,322,590,976,206,1464,113,29,194781,6883,XRF,1,5/3/2021,16:13:33,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1480,242.98,242.958,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58906,601,9619,2749,60,303,661,1051,202,1596,110,37,195740,7506,XRF,1,5/3/2021,16:13:57,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,2,A,1495,242.995,242.973,44720642,SHLF9935271,50,0.75,10,13,10,12,Cu,58971,577,9915,2718,26,276,698,1088,220,1506,116,12,197153,8004,XRF,1,5/3/2021,16:14:22,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,80,243.09,243.047,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58753,493,11082,2887,45,343,723,1075,188,1467,71,11,195612,8097,XRF,1,5/3/2021,14:19:42,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,100,243.11,243.067,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58096,493,10751,2771,75,313,657,1129,180,1437,134,30,193494,8004,XRF,1,5/3/2021,14:20:06,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,120,243.13,243.087,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,57883,519,9998,2679,39,327,608,986,149,1360,109,-13,193177,7173,XRF,1,5/3/2021,14:20:30,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,140,243.15,243.107,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58701,444,9538,2770,59,347,605,1118,167,1402,80,71,193746,7499,XRF,1,5/3/2021,14:20:54,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,160,243.17,243.127,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58790,586,9852,2873,115,334,566,1121,178,1322,74,29,194176,7685,XRF,1,5/3/2021,14:21:19,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,180,243.19,243.147,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58117,512,9585,2641,88,273,596,1027,91,1230,137,119,193904,7075,XRF,1,5/3/2021,14:21:43,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,200,243.21,243.167,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,57939,497,10329,2795,41,298,554,1093,158,1287,108,52,193828,7547,XRF,1,5/3/2021,14:22:06,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,220,243.23,243.187,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58794,519,11076,2767,81,306,660,1091,123,1370,100,52,194019,8016,XRF,1,5/3/2021,14:22:31,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,240,243.25,243.207,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59085,606,11152,2830,67,329,648,1114,166,1368,129,96,195648,8010,XRF,1,5/3/2021,14:22:55,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,270,243.28,243.237,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58823,536,9847,2863,104,360,631,1125,166,1299,130,78,194820,8325,XRF,1,5/3/2021,14:23:19,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,280,243.29,243.247,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59377,500,8983,2781,44,330,593,1045,127,1366,112,41,195339,8000,XRF,1,5/3/2021,14:23:43,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,300,243.31,243.267,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59423,419,9895,2879,65,298,654,1133,132,1455,129,49,195246,8184,XRF,1,5/3/2021,14:24:07,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,320,243.33,243.287,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58526,550,8486,2868,60,367,615,1079,223,1345,118,17,195710,7518,XRF,1,5/3/2021,14:24:31,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,340,243.35,243.307,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58676,571,10027,2736,47,289,614,1057,122,1411,61,23,194671,8614,XRF,1,5/3/2021,14:24:55,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,360,243.37,243.327,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58851,548,9294,2775,57,323,579,1054,160,1336,79,38,194328,7869,XRF,1,5/3/2021,14:25:19,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,380,243.39,243.347,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59178,383,6346,2880,85,445,429,827,105,1041,63,44,194420,4667,XRF,1,5/3/2021,14:25:43,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,400,243.41,243.367,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58927,583,9065,2868,46,332,596,1085,196,1385,123,48,194343,7669,XRF,1,5/3/2021,14:26:07,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,420,243.43,243.387,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58399,576,10032,2758,83,268,708,1053,213,1571,101,45,193609,7754,XRF,1,5/3/2021,14:26:31,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,445,243.455,243.412,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58049,516,10530,2761,58,319,537,1038,181,1324,102,45,193522,8372,XRF,1,5/3/2021,14:26:55,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,460,243.47,243.427,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58148,520,10084,2794,57,301,565,1145,155,1331,50,6,193125,8920,XRF,1,5/3/2021,14:27:19,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,480,243.49,243.447,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58082,535,10519,2704,51,328,591,1025,178,1317,82,46,193868,8551,XRF,1,5/3/2021,14:27:43,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,500,243.51,243.467,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58571,602,10104,2752,39,299,607,1064,116,1322,79,79,193595,8967,XRF,1,5/3/2021,14:28:07,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,520,243.53,243.487,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58993,551,11810,2808,65,308,622,1130,205,1374,116,37,194064,9340,XRF,1,5/3/2021,14:28:31,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,535,243.545,243.502,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58567,524,9327,2841,49,329,623,1222,188,1342,107,34,194612,9113,XRF,1,5/3/2021,14:28:55,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,560,243.57,243.527,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58842,419,9802,2760,77,351,612,1099,196,1282,115,45,194233,8921,XRF,1,5/3/2021,14:29:19,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,580,243.59,243.547,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59124,550,10695,2917,87,292,560,1108,188,1426,123,50,195455,8997,XRF,1,5/3/2021,14:29:43,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,600,243.61,243.567,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59262,555,10507,2780,66,311,591,1163,152,1414,124,87,195926,9451,XRF,1,5/3/2021,14:30:08,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,620,243.63,243.587,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59141,506,10139,2857,57,324,663,1133,118,1423,106,79,196622,9188,XRF,1,5/3/2021,14:30:32,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,640,243.65,243.607,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59316,569,10090,2776,58,289,614,1122,181,1363,126,64,196510,9541,XRF,1,5/3/2021,14:30:56,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,660,243.67,243.627,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58931,577,10246,2737,54,293,591,1055,189,1277,94,45,197077,9171,XRF,1,5/3/2021,14:31:20,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,680,243.69,243.647,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58795,548,10576,2851,74,348,697,1170,154,1256,92,47,196664,9397,XRF,1,5/3/2021,14:31:44,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,700,243.71,243.667,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59053,421,9496,2684,90,360,578,1041,157,1273,61,35,197209,8287,XRF,1,5/3/2021,14:32:08,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,720,243.73,243.687,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59070,498,9904,2742,99,337,599,1074,172,1314,100,57,196847,8849,XRF,1,5/3/2021,14:32:32,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,740,243.75,243.707,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59243,495,9875,2910,68,317,671,1089,162,1405,109,49,196988,9458,XRF,1,5/3/2021,14:32:56,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,760,243.77,243.727,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59194,462,10976,2935,30,290,654,1008,150,1348,69,3,197455,8449,XRF,1,5/3/2021,14:33:20,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,780,243.79,243.747,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59646,488,9268,2845,53,328,611,1076,222,1423,108,21,197928,8697,XRF,1,5/3/2021,14:33:44,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,800,243.81,243.767,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59732,582,10002,2707,56,328,703,1052,194,1460,127,50,198325,9348,XRF,1,5/3/2021,14:34:08,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,820,243.83,243.787,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59608,580,10146,2825,67,285,662,1051,202,1423,101,30,197893,9869,XRF,1,5/3/2021,14:34:32,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,840,243.85,243.807,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59597,465,9835,2816,104,282,651,1120,123,1327,118,21,198312,9429,XRF,1,5/3/2021,14:34:56,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,860,243.87,243.827,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58867,373,9837,2842,52,299,652,1057,173,1337,72,56,197019,9486,XRF,1,5/3/2021,14:35:21,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,880,243.89,243.847,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58574,530,10915,2799,45,336,636,1091,132,1405,128,70,197016,8980,XRF,1,5/3/2021,14:35:45,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,900,243.91,243.867,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59181,405,9954,2898,37,328,654,1039,219,1370,72,31,197036,9911,XRF,1,5/3/2021,14:36:09,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,920,243.93,243.887,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59060,567,9855,2767,62,330,657,1059,173,1365,145,34,197214,10316,XRF,1,5/3/2021,14:36:33,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,940,243.95,243.907,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58910,505,10391,2784,38,340,630,1019,221,1320,56,38,196271,9863,XRF,1,5/3/2021,14:36:57,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,960,243.97,243.927,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58730,524,9492,2818,70,288,613,1041,201,1305,85,57,195722,10102,XRF,1,5/3/2021,14:37:21,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,980,243.99,243.947,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58958,484,8997,2907,36,332,567,1041,153,1357,98,50,194967,10375,XRF,1,5/3/2021,14:37:45,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,1000,244.01,243.967,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59107,525,9564,2816,62,293,722,1109,204,1398,79,79,196025,10667,XRF,1,5/3/2021,14:38:09,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,1020,244.03,243.987,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59545,475,9684,2773,73,323,678,1005,167,1341,115,60,195214,11274,XRF,1,5/3/2021,14:38:33,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,1040,244.05,244.007,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58647,523,10923,2733,34,278,627,998,204,1384,97,37,195425,10456,XRF,1,5/3/2021,14:38:57,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,1060,244.07,244.027,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,58400,424,9246,2736,39,279,633,929,189,1315,91,43,194188,10375,XRF,1,5/3/2021,14:39:22,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,3,A,1080,244.09,244.047,44720652,SHLF9935301,50,0.75,10,13,10,12,Cu,59579,416,9572,2761,70,254,750,1122,188,1482,109,19,196748,12694,XRF,1,5/3/2021,14:39:46,HERTZBERG,5/18/2021 18:57,
382,U1537,A,27,F,4,A,20,244.13,244.071,44720662,SHLF9935331,50,0.75,10,13,10,12,Cu,58697,640,9361,2764,66,321,601,1037,212,1445,158,63,194070,11769,XRF,1,5/3/2021,13:21:39,HERTZBERG,5/18/2021 18:57,
