Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),Bulk density (GRA),Timestamp (UTC),Instrument,Instrument group,Text ID,Test No.,Sample comments,Test comments,Result comments
382,U1536,A,3,H,2,,55,16.05,15.975,1.429,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,57.5,16.075,15.999,1.448,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,60,16.1,16.023,1.429,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,62.5,16.125,16.047,1.453,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,65,16.15,16.071,1.441,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,67.5,16.175,16.095,1.437,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,70,16.2,16.119,1.459,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,72.5,16.225,16.143,1.45,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,75,16.25,16.168,1.438,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,77.5,16.275,16.192,1.359,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,80,16.3,16.216,1.439,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,82.5,16.325,16.24,1.378,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,85,16.35,16.264,1.467,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,87.5,16.375,16.288,1.427,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,90,16.4,16.312,1.364,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,92.5,16.425,16.336,1.48,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,95,16.45,16.36,1.495,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,97.5,16.475,16.384,1.487,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,100,16.5,16.408,1.481,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,102.5,16.525,16.432,1.493,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,105,16.55,16.457,1.489,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,107.5,16.575,16.481,1.475,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,110,16.6,16.505,1.459,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,112.5,16.625,16.529,1.457,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,115,16.65,16.553,1.464,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,117.5,16.675,16.577,1.473,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,120,16.7,16.601,1.471,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,122.5,16.725,16.625,1.464,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,125,16.75,16.649,1.422,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,127.5,16.775,16.673,1.391,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,130,16.8,16.697,1.385,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,132.5,16.825,16.721,1.395,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,135,16.85,16.745,1.428,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,137.5,16.875,16.77,1.449,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,140,16.9,16.794,1.449,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,142.5,16.925,16.818,1.482,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,145,16.95,16.842,1.487,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,147.5,16.975,16.866,1.482,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,3,,4.5,17.045,16.933,1.486,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,7,17.07,16.957,1.495,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,9.5,17.095,16.982,1.475,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,12,17.12,17.006,1.448,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,14.5,17.145,17.03,1.413,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,17,17.17,17.054,1.438,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,19.5,17.195,17.078,1.423,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,22,17.22,17.102,1.384,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,24.5,17.245,17.126,1.436,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,27,17.27,17.15,1.408,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,29.5,17.295,17.174,1.459,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,32,17.32,17.198,1.446,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,34.5,17.345,17.223,1.459,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,37,17.37,17.247,1.492,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,39.5,17.395,17.271,1.479,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,42,17.42,17.295,1.496,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,44.5,17.445,17.319,1.473,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,47,17.47,17.343,1.444,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,49.5,17.495,17.367,1.483,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,52,17.52,17.391,1.44,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,54.5,17.545,17.415,1.423,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,57,17.57,17.439,1.115,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,59.5,17.595,17.464,1.067,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,62,17.62,17.488,1.074,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,64.5,17.645,17.512,1.078,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,67,17.67,17.536,1.075,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,69.5,17.695,17.56,1.082,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,72,17.72,17.584,1.072,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,74.5,17.745,17.608,1.071,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,77,17.77,17.632,1.073,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,79.5,17.795,17.656,1.073,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,82,17.82,17.68,1.378,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,84.5,17.845,17.705,1.351,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,87,17.87,17.729,1.353,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,89.5,17.895,17.753,1.341,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,92,17.92,17.777,1.367,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,94.5,17.945,17.801,1.373,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,97,17.97,17.825,1.353,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,99.5,17.995,17.849,1.359,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,102,18.02,17.873,1.349,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,104.5,18.045,17.897,1.36,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,107,18.07,17.921,1.355,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,109.5,18.095,17.946,1.368,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,112,18.12,17.97,1.369,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,114.5,18.145,17.994,1.363,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,117,18.17,18.018,1.354,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,119.5,18.195,18.042,1.355,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,122,18.22,18.066,1.365,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,124.5,18.245,18.09,1.374,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,127,18.27,18.114,1.338,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,129.5,18.295,18.138,1.344,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,132,18.32,18.162,1.331,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,134.5,18.345,18.187,1.298,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,137,18.37,18.211,1.296,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,139.5,18.395,18.235,1.319,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,142,18.42,18.259,1.315,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,144.5,18.445,18.283,1.298,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,3,,147,18.47,18.307,1.303,4/10/2019 1:00,ORTEC-DIGIBASE-???,WRMSL,SECT9854801,113644871,,,
382,U1536,A,3,H,4,,4.1,18.541,18.375,1.279,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,6.6,18.566,18.4,1.295,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,9.1,18.591,18.424,1.289,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,11.6,18.616,18.448,1.299,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,14.1,18.641,18.472,1.29,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,16.6,18.666,18.496,1.312,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,19.1,18.691,18.52,1.298,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,21.6,18.716,18.544,1.326,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,24.1,18.741,18.568,1.332,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,26.6,18.766,18.592,1.346,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,29.1,18.791,18.616,1.346,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,31.6,18.816,18.64,1.36,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,34.1,18.841,18.664,1.359,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,36.6,18.866,18.689,1.355,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,39.1,18.891,18.713,1.353,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,41.6,18.916,18.737,1.49,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,44.1,18.941,18.761,1.515,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,46.6,18.966,18.785,1.483,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,49.1,18.991,18.809,1.501,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,51.6,19.016,18.833,1.5,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,54.1,19.041,18.857,1.493,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,56.6,19.066,18.881,1.501,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,59.1,19.091,18.905,1.477,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,61.6,19.116,18.929,1.505,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,64.1,19.141,18.953,1.485,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,66.6,19.166,18.978,1.485,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,69.1,19.191,19.002,1.48,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,71.6,19.216,19.026,1.485,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,74.1,19.241,19.05,1.476,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,76.6,19.266,19.074,1.487,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,79.1,19.291,19.098,1.484,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,81.6,19.316,19.122,1.494,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,84.1,19.341,19.146,1.489,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,86.6,19.366,19.17,1.491,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,89.1,19.391,19.194,1.492,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,91.6,19.416,19.218,1.479,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,94.1,19.441,19.242,1.485,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,96.6,19.466,19.267,1.474,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,99.1,19.491,19.291,1.475,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,101.6,19.516,19.315,1.484,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,104.1,19.541,19.339,1.48,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,106.6,19.566,19.363,1.509,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,109.1,19.591,19.387,1.501,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,111.6,19.616,19.411,1.487,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,114.1,19.641,19.435,1.492,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,116.6,19.666,19.459,1.475,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,119.1,19.691,19.483,1.481,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,121.6,19.716,19.507,1.505,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,124.1,19.741,19.531,1.489,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,126.6,19.766,19.556,1.512,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,129.1,19.791,19.58,1.494,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,131.6,19.816,19.604,1.507,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,134.1,19.841,19.628,1.49,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,136.6,19.866,19.652,1.486,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,139.1,19.891,19.676,1.466,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,4,,141.6,19.916,19.7,1.468,4/10/2019 1:06,ORTEC-DIGIBASE-???,WRMSL,SECT9854831,113644971,,,
382,U1536,A,3,H,5,,3.3,20.033,19.813,1.442,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,5.8,20.058,19.837,1.391,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,8.3,20.083,19.861,1.435,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,10.8,20.108,19.885,1.426,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,13.3,20.133,19.909,1.433,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,15.8,20.158,19.933,1.453,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,18.3,20.183,19.957,1.455,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,20.8,20.208,19.981,1.448,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,23.3,20.233,20.006,1.459,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,25.8,20.258,20.03,1.477,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,28.3,20.283,20.054,1.466,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,30.8,20.308,20.078,1.468,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,33.3,20.333,20.102,1.468,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,35.8,20.358,20.126,1.468,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,38.3,20.383,20.15,1.474,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,40.8,20.408,20.174,1.479,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,43.3,20.433,20.198,1.465,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,45.8,20.458,20.222,1.442,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,48.3,20.483,20.246,1.465,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,50.8,20.508,20.27,1.467,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,53.3,20.533,20.295,1.47,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,55.8,20.558,20.319,1.49,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,58.3,20.583,20.343,1.488,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,60.8,20.608,20.367,1.456,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,63.3,20.633,20.391,1.471,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,65.8,20.658,20.415,1.46,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
382,U1536,A,3,H,5,,68.3,20.683,20.439,1.471,4/10/2019 1:12,ORTEC-DIGIBASE-???,WRMSL,SECT9854861,113645121,,,
